,institution,school_name,city,institution_state,degree_level,degree_type,grad_cohort,grad_cohort_years,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count
0,134500,Adams State University,Alamosa,CO,3,Associates,0,5,15404.0,21508.0,29103.0,219.0,25721.0,33423.0,49730.0,147.0,31012.0,43798.0,64121.0,85.0,886.0,253.0,126.0
2,134500,Adams State University,Alamosa,CO,7,Masters,0,5,35449.0,44007.0,53243.0,2557.0,39258.0,48830.0,59206.0,1717.0,43505.0,52342.0,64881.0,834.0,3364.0,2139.0,1070.0
7,134800,Colorado School of Mines,Golden,CO,7,Masters,0,5,52634.0,69723.0,93683.0,2158.0,69180.0,90671.0,126461.0,1296.0,78709.0,110546.0,165131.0,464.0,3853.0,2089.0,875.0
9,134800,Colorado School of Mines,Golden,CO,17,Doctoral - Research/Scholarship,0,5,58152.0,80925.0,115233.0,468.0,79496.0,107089.0,152612.0,291.0,98403.0,136278.0,184344.0,90.0,882.0,472.0,244.0
11,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,33561.0,43272.0,55183.0,6783.0,39917.0,50978.0,65231.0,4482.0,44391.0,57284.0,73148.0,2253.0,9042.0,5839.0,3118.0
12,134900,University of Northern Colorado,Greeley,CO,17,Doctoral - Research/Scholarship,0,5,47174.0,60427.0,80114.0,683.0,56370.0,71171.0,89988.0,437.0,64990.0,79413.0,97071.0,184.0,1078.0,676.0,355.0
15,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,36518.0,51251.0,78397.0,10781.0,45122.0,63409.0,94914.0,7290.0,51614.0,76606.0,118259.0,3378.0,18668.0,10744.0,5020.0
16,135000,Colorado State University,Fort Collins,CO,17,Doctoral - Research/Scholarship,0,5,43204.0,59598.0,84366.0,1846.0,60325.0,80595.0,106076.0,1217.0,70121.0,91363.0,123256.0,525.0,3019.0,1867.0,834.0
17,135000,Colorado State University,Fort Collins,CO,18,Doctoral - Professional Practice,0,5,38822.0,56093.0,73212.0,1509.0,57516.0,77589.0,100862.0,1003.0,59214.0,82104.0,114768.0,472.0,1976.0,1307.0,651.0
30,135800,Colorado Mesa University,Grand Junction,CO,7,Masters,0,5,36848.0,47260.0,60027.0,284.0,41870.0,52357.0,66398.0,212.0,49214.0,77065.0,101406.0,43.0,398.0,221.0,78.0
50,137000,University of Colorado Boulder,Boulder,CO,7,Masters,0,5,38924.0,54845.0,78816.0,9026.0,48218.0,70789.0,103221.0,6726.0,55223.0,82480.0,126369.0,3324.0,16715.0,10452.0,5209.0
51,137000,University of Colorado Boulder,Boulder,CO,17,Doctoral - Research/Scholarship,0,5,40971.0,55780.0,79923.0,3015.0,54745.0,72998.0,104378.0,2064.0,61756.0,85880.0,122791.0,968.0,4912.0,2980.0,1411.0
52,137000,University of Colorado Boulder,Boulder,CO,18,Doctoral - Professional Practice,0,5,43779.0,58025.0,81377.0,1777.0,61719.0,81803.0,122374.0,1179.0,64076.0,97882.0,155778.0,512.0,2518.0,1636.0,779.0
57,232500,University of Michigan,Ann Arbor,MI,7,Masters,0,5,36199.0,61469.0,100519.0,32997.0,53112.0,83718.0,129285.0,22172.0,65397.0,102659.0,162695.0,10633.0,54250.0,33479.0,16427.0
58,232500,University of Michigan,Ann Arbor,MI,17,Doctoral - Research/Scholarship,0,5,43416.0,62897.0,96116.0,7016.0,61967.0,85681.0,119860.0,4877.0,73587.0,103752.0,146964.0,2350.0,11464.0,7150.0,3185.0
59,232500,University of Michigan,Ann Arbor,MI,18,Doctoral - Professional Practice,0,5,49428.0,76634.0,139807.0,7276.0,76278.0,131385.0,204671.0,5413.0,105736.0,173497.0,297823.0,2339.0,10719.0,7011.0,3354.0
65,268800,City College of New York - CUNY,New York,NY,7,Masters,0,5,42813.0,64292.0,78043.0,9492.0,57384.0,80213.0,95646.0,5932.0,66581.0,92553.0,109763.0,2445.0,13290.0,8491.0,3950.0
70,268900,CUNY Hunter College,New York,NY,7,Masters,0,5,41956.0,57235.0,71804.0,18831.0,50386.0,69037.0,86181.0,9847.0,57238.0,81648.0,98137.0,3821.0,23424.0,13093.0,5998.0
73,269000,CUNY Queens College,Flushing,NY,7,Masters,0,5,42158.0,62845.0,75320.0,14100.0,55945.0,78129.0,92764.0,9157.0,65158.0,90355.0,104977.0,3989.0,17870.0,11843.0,5615.0
79,269300,CUNY John Jay College of Criminal Justice,New York,NY,3,Associates,0,5,20527.0,30056.0,47735.0,1019.0,31666.0,45584.0,65982.0,1104.0,42503.0,63530.0,101406.0,322.0,2053.0,1427.0,431.0
81,269300,CUNY John Jay College of Criminal Justice,New York,NY,7,Masters,0,5,33524.0,47082.0,65450.0,5058.0,45135.0,61565.0,83311.0,3079.0,54671.0,77630.0,101876.0,1111.0,7158.0,4411.0,1709.0
93,269800,College of Staten Island/CUNY,Staten Island,NY,7,Masters,0,5,42433.0,63962.0,74486.0,3632.0,59281.0,81117.0,93004.0,2434.0,68201.0,90748.0,98632.0,1172.0,4650.0,3282.0,1795.0
105,283700,State University of New York at Buffalo,Buffalo,NY,17,Doctoral - Research/Scholarship,0,5,42261.0,58713.0,83529.0,2594.0,57807.0,77980.0,106633.0,1552.0,66058.0,88746.0,120221.0,558.0,4884.0,3230.0,1470.0
108,283800,State University of New York at Stony Brook,Stony Brook,NY,7,Masters,0,5,39170.0,61390.0,81570.0,16406.0,58912.0,81058.0,102595.0,10639.0,75830.0,97533.0,120571.0,4610.0,23970.0,14926.0,6501.0
111,283900,State University of New York Downstate Medical Center,Brooklyn,NY,5,Baccalaureate,0,3,60289.0,82222.0,101564.0,1572.0,73320.0,93559.0,114733.0,1265.0,76433.0,101721.0,123805.0,562.0,2556.0,2065.0,1024.0
112,283900,State University of New York Downstate Medical Center,Brooklyn,NY,7,Masters,0,5,54872.0,78482.0,105744.0,1527.0,73429.0,97101.0,122223.0,869.0,82194.0,105021.0,130545.0,268.0,1824.0,984.0,381.0
113,283900,State University of New York Downstate Medical Center,Brooklyn,NY,17,Doctoral - Research/Scholarship,0,5,32925.0,45408.0,54296.0,98.0,43426.0,62012.0,117572.0,76.0,65982.0,102409.0,174023.0,32.0,188.0,143.0,58.0
114,283900,State University of New York Downstate Medical Center,Brooklyn,NY,18,Doctoral - Professional Practice,0,5,52646.0,61698.0,69381.0,2359.0,70211.0,94652.0,160353.0,1369.0,173791.0,250388.0,423864.0,533.0,2941.0,1916.0,971.0
116,284000,State University of New York Upstate Medical University,Syracuse,NY,7,Masters,0,5,71090.0,85363.0,99529.0,726.0,70143.0,92002.0,111864.0,217.0,76433.0,106421.0,129978.0,50.0,1035.0,416.0,168.0
125,284300,SUNY College at Cortland,Cortland,NY,7,Masters,0,5,32536.0,44299.0,54447.0,5124.0,42271.0,51454.0,61705.0,3632.0,48324.0,57851.0,68000.0,1764.0,6214.0,4423.0,2314.0
129,284500,SUNY College at Geneseo,Geneseo,NY,7,Masters,0,5,35948.0,43928.0,52360.0,1323.0,42915.0,51098.0,60126.0,829.0,47489.0,57033.0,65702.0,389.0,1497.0,1022.0,583.0
131,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,35124.0,51933.0,66265.0,4682.0,50073.0,65396.0,80125.0,3236.0,59546.0,75754.0,93725.0,1390.0,7184.0,5010.0,2537.0
139,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,7,Masters,0,5,28033.0,41905.0,53807.0,2399.0,40819.0,51953.0,62816.0,1804.0,47192.0,59497.0,70552.0,828.0,3558.0,2481.0,1252.0
142,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,3,Associates,0,5,20569.0,27301.0,37913.0,254.0,29271.0,39729.0,55117.0,226.0,34908.0,50856.0,69008.0,92.0,576.0,341.0,177.0
144,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,7,Masters,0,5,28598.0,40140.0,53574.0,872.0,40250.0,53817.0,68478.0,529.0,54252.0,69444.0,84830.0,208.0,1372.0,883.0,438.0
145,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,17,Doctoral - Research/Scholarship,0,5,38153.0,55331.0,77516.0,182.0,54996.0,68723.0,83768.0,132.0,70143.0,91211.0,119805.0,54.0,328.0,215.0,114.0
148,285300,SUNY Maritime College,Bronx,NY,7,Masters,0,5,49996.0,65790.0,94408.0,366.0,68756.0,90264.0,120414.0,208.0,70143.0,114480.0,169894.0,78.0,965.0,628.0,300.0
162,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,22429.0,39469.0,65752.0,3835.0,35011.0,53858.0,77835.0,3434.0,44211.0,65192.0,91036.0,1346.0,7487.0,5485.0,2752.0
178,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,18349.0,27257.0,41318.0,8019.0,35671.0,48570.0,63318.0,8892.0,43686.0,63389.0,86940.0,3049.0,24232.0,14472.0,6016.0
201,287700,Rockland Community College,Suffern,NY,2,Certificate 1-2 years,0,5,20450.0,34908.0,48376.0,286.0,27346.0,40697.0,63087.0,143.0,21645.0,41789.0,49312.0,59.0,479.0,285.0,137.0
214,332900,Pennsylvania State University (The),University Park,PA,17,Doctoral - Research/Scholarship,0,5,44210.0,62268.0,87761.0,5940.0,61102.0,82715.0,108467.0,3588.0,70679.0,94851.0,126070.0,1386.0,9064.0,5828.0,2653.0
217,332901,Pennsylvania State University (The) - College of Medicine,Hershey,PA,17,Doctoral - Research/Scholarship,0,5,37499.0,43682.0,53284.0,226.0,50543.0,69311.0,100191.0,197.0,80779.0,112363.0,156772.0,85.0,410.0,274.0,128.0
218,332901,Pennsylvania State University (The) - College of Medicine,Hershey,PA,18,Doctoral - Professional Practice,0,5,46359.0,50866.0,57868.0,1340.0,65173.0,115457.0,180903.0,755.0,165443.0,225726.0,388815.0,277.0,1856.0,1178.0,528.0
241,332908,Pennsylvania State University (The) - Fayette,Lemont Furnace,PA,3,Associates,0,5,28262.0,47319.0,63858.0,1089.0,36163.0,50363.0,66890.0,666.0,36992.0,51829.0,65464.0,260.0,1544.0,1025.0,467.0
277,332919,Pennsylvania State University (The) - Great Valley School of Grad/Prof,Malvern,PA,7,Masters,0,5,66259.0,85675.0,113049.0,3883.0,77594.0,102043.0,133229.0,2896.0,87239.0,113756.0,153953.0,1421.0,5545.0,4243.0,2453.0
288,332922,Pennsylvania State University (The) - Dickinson Law,Carlisle,PA,18,Doctoral - Professional Practice,0,5,40351.0,52123.0,69756.0,1193.0,55854.0,76053.0,107478.0,949.0,68176.0,95873.0,133182.0,357.0,2032.0,1709.0,931.0
290,353900,Alvin Community College,Alvin,TX,2,Certificate 1-2 years,0,5,32540.0,44364.0,65450.0,779.0,40784.0,58382.0,97811.0,385.0,37956.0,56087.0,73777.0,118.0,882.0,418.0,126.0
297,354100,Angelo State University,San Angelo,TX,3,Associates,0,5,45805.0,55492.0,64089.0,1098.0,51913.0,64442.0,77138.0,671.0,54760.0,67092.0,84321.0,243.0,1190.0,716.0,280.0
299,354100,Angelo State University,San Angelo,TX,7,Masters,0,5,35511.0,45313.0,57753.0,2409.0,43753.0,56918.0,72852.0,1246.0,50824.0,66200.0,86821.0,550.0,2821.0,1452.0,689.0
305,354900,Blinn College,Brenham,TX,2,Certificate 1-2 years,0,5,31084.0,39739.0,50350.0,535.0,37838.0,51626.0,66086.0,215.0,43111.0,59350.0,76950.0,151.0,1278.0,273.0,231.0
308,355300,Cisco College,Cisco,TX,2,Certificate 1-2 years,0,5,18916.0,24697.0,34410.0,257.0,23242.0,29926.0,40233.0,90.0,20824.0,29685.0,52524.0,37.0,1865.0,662.0,221.0
320,356300,Del Mar College,Corpus Christi,TX,2,Certificate 1-2 years,0,5,27757.0,35402.0,44412.0,727.0,34748.0,45877.0,59292.0,459.0,36205.0,52789.0,70004.0,314.0,2793.0,1757.0,1023.0
322,356500,Texas A&M University - Commerce,Commerce,TX,5,Baccalaureate,0,3,24743.0,34952.0,45157.0,14016.0,34975.0,44842.0,56976.0,11802.0,39274.0,49895.0,63916.0,5175.0,18492.0,13954.0,6271.0
323,356500,Texas A&M University - Commerce,Commerce,TX,7,Masters,0,5,43820.0,54878.0,69746.0,12247.0,49203.0,62502.0,80261.0,6852.0,53031.0,68353.0,90968.0,2957.0,16099.0,8779.0,3840.0
324,356500,Texas A&M University - Commerce,Commerce,TX,17,Doctoral - Research/Scholarship,0,5,58639.0,74373.0,94582.0,610.0,64231.0,81461.0,104072.0,332.0,64196.0,79780.0,102409.0,144.0,678.0,386.0,184.0
326,356800,Frank Phillips College,Borger,TX,2,Certificate 1-2 years,0,5,25174.0,32536.0,38829.0,357.0,29533.0,38289.0,49410.0,248.0,31976.0,45696.0,58382.0,145.0,458.0,327.0,202.0
329,357000,Grayson College,Denison,TX,2,Certificate 1-2 years,0,5,30141.0,39139.0,47276.0,695.0,35851.0,47494.0,64075.0,401.0,38667.0,54073.0,74536.0,183.0,789.0,471.0,226.0
332,357200,Trinity Valley Community College,Athens,TX,2,Certificate 1-2 years,0,5,28027.0,36373.0,43893.0,619.0,37262.0,46575.0,59214.0,406.0,36848.0,48432.0,59314.0,146.0,1041.0,720.0,475.0
335,357300,Hill College,Hillsboro,TX,2,Certificate 1-2 years,0,5,20070.0,29109.0,43550.0,295.0,22934.0,31223.0,51482.0,161.0,25438.0,32925.0,51551.0,118.0,588.0,413.0,348.0
339,357400,Howard County Junior College District,Big Spring,TX,2,Certificate 1-2 years,0,5,21660.0,32088.0,39663.0,212.0,27367.0,41119.0,57544.0,103.0,31314.0,45852.0,60771.0,66.0,908.0,693.0,440.0
342,358000,Kilgore College,Kilgore,TX,2,Certificate 1-2 years,0,5,25457.0,34259.0,43798.0,157.0,29956.0,39950.0,49784.0,111.0,32094.0,41789.0,50287.0,86.0,507.0,177.0,120.0
344,358100,Lamar University,Beaumont,TX,3,Associates,0,5,46508.0,54414.0,65046.0,515.0,49706.0,61993.0,74438.0,383.0,56641.0,71252.0,87112.0,160.0,567.0,433.0,219.0
350,358200,Laredo College,Laredo,TX,2,Certificate 1-2 years,0,5,25904.0,37113.0,46584.0,524.0,34927.0,48823.0,65102.0,297.0,34145.0,57318.0,79120.0,99.0,2002.0,1008.0,402.0
356,359000,McLennan Community College,Waco,TX,2,Certificate 1-2 years,0,5,26873.0,33790.0,40586.0,764.0,33561.0,43583.0,54641.0,483.0,38443.0,49449.0,63572.0,198.0,1245.0,826.0,328.0
359,359200,Midwestern State University,Wichita Falls,TX,3,Associates,0,5,37433.0,46651.0,56399.0,570.0,42944.0,53671.0,67757.0,340.0,44914.0,61594.0,80226.0,148.0,613.0,397.0,179.0
361,359200,Midwestern State University,Wichita Falls,TX,7,Masters,0,5,38177.0,53006.0,69311.0,2028.0,48672.0,61073.0,79331.0,1234.0,48935.0,64349.0,87358.0,616.0,2589.0,1605.0,814.0
365,359400,University of North Texas,Denton,TX,7,Masters,0,5,37798.0,50704.0,63857.0,17415.0,46811.0,59991.0,76703.0,10988.0,51502.0,66989.0,91340.0,4791.0,23056.0,14104.0,6310.0
366,359400,University of North Texas,Denton,TX,17,Doctoral - Research/Scholarship,0,5,45718.0,61212.0,83241.0,2196.0,55482.0,73374.0,97285.0,1283.0,60196.0,80707.0,105956.0,517.0,2892.0,1687.0,758.0
369,359600,Odessa College,Odessa,TX,2,Certificate 1-2 years,0,5,25395.0,33392.0,51823.0,325.0,29487.0,41823.0,62409.0,180.0,37073.0,51169.0,75379.0,103.0,588.0,359.0,211.0
372,359900,University of Texas - Rio Grande Valley,Edinburg,TX,7,Masters,0,5,46056.0,55253.0,68778.0,7008.0,50832.0,60777.0,75782.0,4425.0,54250.0,65592.0,81926.0,1758.0,9296.0,5400.0,2217.0
373,359900,University of Texas - Rio Grande Valley,Edinburg,TX,17,Doctoral - Research/Scholarship,0,5,80858.0,94408.0,111587.0,138.0,82218.0,104331.0,127621.0,81.0,67646.0,97959.0,129854.0,37.0,194.0,111.0,47.0
383,360600,Sam Houston State University,Huntsville,TX,17,Doctoral - Research/Scholarship,0,5,56583.0,71260.0,87697.0,499.0,68587.0,86719.0,109763.0,228.0,80343.0,93697.0,125228.0,101.0,511.0,268.0,104.0
393,361100,South Plains College,Levelland,TX,2,Certificate 1-2 years,0,5,29127.0,36228.0,44379.0,1260.0,32994.0,43025.0,54340.0,814.0,35176.0,47133.0,62469.0,367.0,2461.0,1595.0,584.0
396,361200,University Of Houston - Downtown,Houston,TX,7,Masters,0,5,53408.0,66519.0,87718.0,576.0,56258.0,69486.0,83388.0,256.0,61814.0,74156.0,91211.0,92.0,596.0,286.0,105.0
398,361400,Southwest Texas Junior College,Uvalde,TX,2,Certificate 1-2 years,0,5,25989.0,35093.0,44443.0,830.0,34415.0,47005.0,60754.0,531.0,37699.0,49962.0,73837.0,248.0,1226.0,854.0,350.0
405,362400,Stephen F Austin State University,Nacogdoches,TX,5,Baccalaureate,0,3,24135.0,34008.0,44652.0,20342.0,36385.0,47117.0,60088.0,18063.0,42408.0,54940.0,73583.0,8456.0,29944.0,23544.0,11587.0
407,362400,Stephen F Austin State University,Nacogdoches,TX,17,Doctoral - Research/Scholarship,0,5,66695.0,81554.0,99614.0,189.0,69865.0,85206.0,104192.0,108.0,81702.0,103078.0,120252.0,52.0,187.0,111.0,31.0
411,362500,Sul Ross State University,Alpine,TX,7,Masters,0,5,40492.0,51819.0,62543.0,2585.0,46759.0,57982.0,69801.0,1693.0,51158.0,62524.0,73676.0,805.0,3177.0,2060.0,1046.0
417,362700,Temple College,Temple,TX,2,Certificate 1-2 years,0,5,32772.0,42409.0,55241.0,306.0,40269.0,51273.0,64990.0,236.0,37590.0,50856.0,68395.0,207.0,695.0,546.0,452.0
421,362800,Texarkana College,Texarkana,TX,2,Certificate 1-2 years,0,5,23784.0,30154.0,37219.0,899.0,28508.0,38346.0,51540.0,677.0,32666.0,42091.0,55855.0,325.0,1129.0,774.0,387.0
423,363000,Prairie View Agricultural & Mechanical University,Prairie View,TX,5,Baccalaureate,0,3,23241.0,35511.0,55106.0,9602.0,36763.0,51942.0,68949.0,8167.0,44136.0,60541.0,78686.0,3893.0,12948.0,9784.0,4526.0
424,363000,Prairie View Agricultural & Mechanical University,Prairie View,TX,7,Masters,0,5,42773.0,57475.0,69132.0,7331.0,49752.0,63309.0,75011.0,5307.0,54799.0,68434.0,80467.0,2241.0,8345.0,6083.0,2647.0
428,363100,Tarleton State University,Stephenville,TX,7,Masters,0,5,39518.0,52384.0,64843.0,4940.0,48756.0,61394.0,75802.0,3144.0,52310.0,67601.0,86111.0,1393.0,6472.0,4099.0,1831.0
432,363200,Texas A&M University,College Station,TX,17,Doctoral - Research/Scholarship,0,5,46322.0,66801.0,94152.0,6303.0,64010.0,87435.0,115646.0,3666.0,74753.0,100638.0,134804.0,1587.0,8858.0,5400.0,2498.0
433,363200,Texas A&M University,College Station,TX,18,Doctoral - Professional Practice,0,5,50022.0,66818.0,82962.0,1918.0,65453.0,86665.0,111791.0,1016.0,66362.0,92423.0,123492.0,472.0,2326.0,1238.0,610.0
439,363900,Texas A&M University - Kingsville,Kingsville,TX,7,Masters,0,5,38060.0,49581.0,62635.0,4247.0,49803.0,63402.0,82657.0,3033.0,53671.0,67880.0,93985.0,1393.0,7407.0,3782.0,1654.0
440,363900,Texas A&M University - Kingsville,Kingsville,TX,17,Doctoral - Research/Scholarship,0,5,55169.0,67208.0,83488.0,276.0,63069.0,78329.0,98137.0,155.0,50320.0,64990.0,94408.0,56.0,368.0,244.0,92.0
442,364200,Texas Southern University,Houston,TX,7,Masters,0,5,35750.0,49351.0,65327.0,2615.0,47188.0,61366.0,77762.0,1390.0,48693.0,67218.0,88070.0,682.0,3393.0,1777.0,862.0
443,364200,Texas Southern University,Houston,TX,17,Doctoral - Research/Scholarship,0,5,56521.0,70218.0,90719.0,284.0,60115.0,75915.0,92454.0,185.0,71391.0,91300.0,115786.0,57.0,346.0,216.0,82.0
444,364200,Texas Southern University,Houston,TX,18,Doctoral - Professional Practice,0,5,42052.0,80882.0,132102.0,2784.0,58962.0,101038.0,141927.0,1963.0,64218.0,105262.0,144756.0,864.0,4131.0,2745.0,1298.0
445,364400,Texas Tech University,Lubbock,TX,5,Baccalaureate,0,3,25547.0,37120.0,50938.0,45986.0,39952.0,53353.0,72702.0,41506.0,47672.0,66355.0,99339.0,18411.0,69269.0,52981.0,23958.0
446,364400,Texas Tech University,Lubbock,TX,7,Masters,0,5,36767.0,49649.0,65085.0,12433.0,47978.0,64458.0,89035.0,8116.0,55306.0,79115.0,119108.0,3761.0,17187.0,10131.0,4667.0
447,364400,Texas Tech University,Lubbock,TX,17,Doctoral - Research/Scholarship,0,5,44182.0,59921.0,83218.0,2625.0,55841.0,74111.0,98412.0,1483.0,64376.0,85523.0,111523.0,563.0,3274.0,1826.0,791.0
448,364400,Texas Tech University,Lubbock,TX,18,Doctoral - Professional Practice,0,5,42903.0,59366.0,82786.0,2330.0,60636.0,83848.0,122662.0,1569.0,67521.0,96219.0,147868.0,685.0,3185.0,2113.0,1027.0
451,364600,Texas Womans University,Denton,TX,7,Masters,0,5,43594.0,57383.0,75599.0,16748.0,49849.0,65263.0,86394.0,9508.0,52686.0,69573.0,94661.0,3480.0,19067.0,10998.0,4031.0
452,364600,Texas Womans University,Denton,TX,17,Doctoral - Research/Scholarship,0,5,53304.0,71295.0,95305.0,1092.0,61542.0,79771.0,100534.0,649.0,61078.0,82440.0,104192.0,284.0,1239.0,796.0,379.0
455,364800,Tyler Junior College,Tyler,TX,2,Certificate 1-2 years,0,5,31436.0,38348.0,45741.0,821.0,34199.0,43402.0,54857.0,777.0,37125.0,47769.0,65320.0,272.0,1555.0,1504.0,518.0
460,365200,University of Houston,Houston,TX,7,Masters,0,5,42656.0,59890.0,84514.0,18822.0,55959.0,78428.0,114752.0,10983.0,64075.0,93949.0,148170.0,5197.0,24262.0,14182.0,6806.0
461,365200,University of Houston,Houston,TX,17,Doctoral - Research/Scholarship,0,5,45136.0,65212.0,92724.0,3116.0,60836.0,83222.0,111641.0,1755.0,66047.0,90779.0,124373.0,774.0,3701.0,2198.0,1002.0
462,365200,University of Houston,Houston,TX,18,Doctoral - Professional Practice,0,5,59822.0,92688.0,132707.0,5813.0,79962.0,116365.0,158497.0,3989.0,81128.0,125198.0,178274.0,1837.0,7826.0,5370.0,2664.0
464,365600,University of Texas at Arlington,Arlington,TX,7,Masters,0,5,47655.0,62439.0,82727.0,19790.0,57826.0,78822.0,107100.0,11044.0,64796.0,93994.0,130926.0,4621.0,29913.0,15956.0,6970.0
465,365600,University of Texas at Arlington,Arlington,TX,17,Doctoral - Research/Scholarship,0,5,55541.0,75386.0,104846.0,1105.0,63577.0,88546.0,121347.0,685.0,82011.0,105135.0,140715.0,217.0,1801.0,965.0,377.0
467,365800,University of Texas - Austin,Austin,TX,7,Masters,0,5,43619.0,64003.0,98769.0,29291.0,56793.0,86336.0,131136.0,19070.0,63955.0,101811.0,166910.0,8530.0,43286.0,27821.0,13534.0
468,365800,University of Texas - Austin,Austin,TX,17,Doctoral - Research/Scholarship,0,5,51538.0,70975.0,103533.0,7855.0,61183.0,85451.0,123439.0,5258.0,69560.0,97001.0,143656.0,2379.0,11890.0,7582.0,3467.0
469,365800,University of Texas - Austin,Austin,TX,18,Doctoral - Professional Practice,0,5,76489.0,124711.0,171197.0,6596.0,90002.0,135578.0,200840.0,4534.0,87103.0,137225.0,204673.0,1825.0,8409.0,5928.0,3042.0
471,365900,University of Texas Health Science Center at San Antonio,San Antonio,TX,7,Masters,0,5,57532.0,77370.0,97618.0,1679.0,64642.0,87499.0,111936.0,1050.0,65899.0,88960.0,111627.0,379.0,2398.0,1461.0,570.0
472,365900,University of Texas Health Science Center at San Antonio,San Antonio,TX,17,Doctoral - Research/Scholarship,0,5,39009.0,51915.0,89080.0,376.0,56087.0,83072.0,126206.0,260.0,70351.0,100343.0,159573.0,121.0,604.0,339.0,157.0
473,365900,University of Texas Health Science Center at San Antonio,San Antonio,TX,18,Doctoral - Professional Practice,0,5,45597.0,55575.0,70838.0,3472.0,84557.0,147433.0,224708.0,2207.0,148956.0,232948.0,403751.0,1085.0,4729.0,2910.0,1407.0
475,366100,University of Texas at El Paso,El Paso,TX,7,Masters,0,5,45325.0,58273.0,71739.0,7984.0,53157.0,65346.0,84604.0,5003.0,56693.0,72015.0,98385.0,2072.0,12081.0,6821.0,2920.0
476,366100,University of Texas at El Paso,El Paso,TX,17,Doctoral - Research/Scholarship,0,5,50086.0,66991.0,93460.0,430.0,60095.0,78412.0,105189.0,225.0,60027.0,81836.0,108649.0,104.0,826.0,352.0,143.0
483,366400,Weatherford College,Weatherford,TX,3,Associates,0,5,22964.0,38530.0,59003.0,3807.0,30583.0,46853.0,65644.0,2435.0,36410.0,51899.0,72839.0,906.0,6816.0,3479.0,1368.0
485,366500,West Texas A&M University,Canyon,TX,7,Masters,0,5,39429.0,52243.0,67793.0,4289.0,48349.0,61291.0,79291.0,2633.0,51794.0,67522.0,91363.0,1206.0,5338.0,3458.0,1630.0
491,389500,University of Wisconsin - Madison,Madison,WI,7,Masters,0,5,39566.0,55398.0,78945.0,15371.0,48986.0,69552.0,99377.0,12082.0,55644.0,81736.0,123777.0,5951.0,29780.0,19214.0,9838.0
498,445300,El Centro College,Dallas,TX,2,Certificate 1-2 years,0,5,32196.0,41732.0,52632.0,369.0,42575.0,53671.0,70420.0,216.0,43798.0,60226.0,73587.0,117.0,2371.0,955.0,308.0
499,445300,El Centro College,Dallas,TX,3,Associates,0,5,33470.0,49020.0,60536.0,6244.0,42267.0,59354.0,75992.0,3407.0,45627.0,64493.0,85238.0,1454.0,8164.0,4284.0,1723.0
506,450800,University of Colorado Denver,Denver,CO,7,Masters,0,5,40523.0,54877.0,77436.0,18430.0,49285.0,67329.0,96761.0,12152.0,55573.0,78380.0,114547.0,5396.0,26572.0,16775.0,7993.0
507,450800,University of Colorado Denver,Denver,CO,17,Doctoral - Research/Scholarship,0,5,42662.0,57937.0,90133.0,747.0,52916.0,75415.0,108696.0,430.0,57705.0,96183.0,146451.0,108.0,1311.0,766.0,173.0
511,450900,University of Colorado Colorado Springs,Colorado Springs,CO,7,Masters,0,5,37525.0,51959.0,79635.0,4780.0,44736.0,63884.0,98632.0,3405.0,49305.0,73027.0,112270.0,1601.0,7478.0,4942.0,2388.0
530,495100,University of Texas Health Science Center at Houston,Houston,TX,7,Masters,0,5,48957.0,72639.0,109560.0,3624.0,60765.0,94583.0,135526.0,2170.0,72639.0,108803.0,160094.0,1032.0,5792.0,3234.0,1557.0
532,495100,University of Texas Health Science Center at Houston,Houston,TX,18,Doctoral - Professional Practice,0,5,49358.0,55415.0,64294.0,3066.0,93137.0,159624.0,235666.0,2055.0,147450.0,233761.0,401696.0,994.0,4172.0,2615.0,1262.0
534,495200,University of Texas Medical Branch at Galveston,Galveston,TX,7,Masters,0,5,66528.0,83810.0,104143.0,2109.0,70027.0,92002.0,118119.0,1235.0,66352.0,90799.0,118912.0,408.0,2720.0,1456.0,515.0
535,495200,University of Texas Medical Branch at Galveston,Galveston,TX,17,Doctoral - Research/Scholarship,0,5,41565.0,52663.0,76433.0,400.0,54094.0,77741.0,106566.0,309.0,79684.0,110020.0,162153.0,122.0,617.0,396.0,176.0
536,495200,University of Texas Medical Branch at Galveston,Galveston,TX,18,Doctoral - Professional Practice,0,5,46463.0,53679.0,60797.0,2655.0,89413.0,160978.0,236845.0,1557.0,158116.0,252560.0,429026.0,761.0,3488.0,2001.0,946.0
