,institution,school_name,city,institution_state,degree_level,degree_type,grad_cohort,grad_cohort_years,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count
24178,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,14989.0,19539.0,25194.0,124.0,16855.0,22245.0,30047.0,100.0,20637.0,30119.0,40179.0,62.0,359.0,215.0,105.0
24186,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,25060.0,37465.0,53514.0,249.0,30854.0,55061.0,72127.0,160.0,32925.0,54835.0,74536.0,83.0,308.0,196.0,100.0
24189,1038700,El Paso County Community College District,El Paso,TX,1,Certificate < 1 year,0,5,17848.0,21576.0,27448.0,109.0,20504.0,26248.0,32162.0,90.0,22329.0,27512.0,43798.0,34.0,231.0,159.0,54.0
24191,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,21609.0,35995.0,49092.0,211.0,26836.0,45980.0,62111.0,133.0,27512.0,49605.0,62012.0,44.0,317.0,179.0,61.0
24194,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,34908.0,46636.0,57943.0,652.0,40666.0,52795.0,65362.0,399.0,43454.0,58180.0,76870.0,179.0,798.0,498.0,232.0
24199,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,16385.0,21094.0,26044.0,138.0,20703.0,27181.0,35594.0,105.0,25016.0,34420.0,44418.0,60.0,336.0,209.0,122.0
24205,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,47866.0,59008.0,69319.0,1443.0,58796.0,70331.0,86460.0,856.0,62691.0,79737.0,96923.0,270.0,1561.0,879.0,300.0
24206,1038700,El Paso County Community College District,El Paso,TX,1,Certificate < 1 year,0,5,30529.0,43912.0,55048.0,528.0,46931.0,63420.0,78756.0,391.0,51716.0,69200.0,86106.0,267.0,458.0,391.0,251.0
24207,1038700,El Paso County Community College District,El Paso,TX,2,Certificate 1-2 years,0,5,26720.0,36164.0,46334.0,591.0,43205.0,56716.0,71148.0,439.0,50401.0,63749.0,84874.0,115.0,917.0,593.0,174.0
24209,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,17861.0,24869.0,35944.0,1059.0,26029.0,34942.0,46988.0,878.0,31736.0,44021.0,60665.0,238.0,2255.0,1219.0,273.0
24212,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,24246.0,35772.0,55422.0,93.0,31857.0,43798.0,55964.0,60.0,31857.0,41193.0,57860.0,56.0,189.0,141.0,110.0
24214,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,18255.0,24252.0,34055.0,217.0,24351.0,32634.0,39909.0,78.0,24808.0,35416.0,44117.0,33.0,491.0,114.0,46.0
24215,1038700,El Paso County Community College District,El Paso,TX,1,Certificate < 1 year,0,5,16015.0,21135.0,26353.0,117.0,18419.0,24201.0,30499.0,146.0,20482.0,28816.0,33418.0,89.0,362.0,293.0,175.0
24216,1038700,El Paso County Community College District,El Paso,TX,3,Associates,0,5,16088.0,21128.0,26538.0,125.0,21558.0,26713.0,31205.0,122.0,25484.0,32162.0,38769.0,74.0,251.0,198.0,114.0
24230,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,17664.0,25349.0,37424.0,112.0,21337.0,31314.0,41565.0,90.0,26498.0,39369.0,55964.0,53.0,35.0,28.0,4.0
24232,1063300,Houston Community College,Houston,TX,3,Associates,0,5,17022.0,25691.0,36452.0,129.0,23857.0,33535.0,48172.0,99.0,24962.0,39369.0,70975.0,37.0,265.0,159.0,51.0
24236,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,23745.0,33138.0,45500.0,47.0,27947.0,42682.0,63005.0,50.0,37568.0,49605.0,64791.0,36.0,72.0,72.0,72.0
24239,1063300,Houston Community College,Houston,TX,3,Associates,0,5,30047.0,45175.0,69033.0,81.0,47553.0,64196.0,83325.0,53.0,47846.0,69311.0,95295.0,33.0,430.0,270.0,97.0
24244,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,25484.0,37208.0,46966.0,57.0,29413.0,47260.0,66537.0,43.0,25194.0,49605.0,61020.0,34.0,53.0,47.0,42.0
24246,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,14679.0,19844.0,27512.0,316.0,19626.0,28180.0,35847.0,274.0,23513.0,31712.0,43686.0,127.0,160.0,76.0,35.0
24264,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,24246.0,35670.0,46527.0,109.0,29805.0,44305.0,60176.0,115.0,35060.0,53358.0,78329.0,91.0,130.0,125.0,93.0
24265,1063300,Houston Community College,Houston,TX,3,Associates,0,5,29685.0,41725.0,72223.0,94.0,41565.0,56867.0,78962.0,104.0,41565.0,59350.0,88131.0,63.0,141.0,134.0,69.0
24266,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,30228.0,42605.0,54516.0,286.0,39909.0,56133.0,74430.0,199.0,47025.0,69311.0,98070.0,61.0,242.0,148.0,35.0
24267,1063300,Houston Community College,Houston,TX,3,Associates,0,5,31012.0,42080.0,55480.0,295.0,42853.0,60358.0,83177.0,168.0,44914.0,68201.0,104192.0,68.0,387.0,200.0,77.0
24274,1063300,Houston Community College,Houston,TX,3,Associates,0,5,23007.0,29141.0,35874.0,278.0,22876.0,29940.0,35454.0,188.0,27126.0,34259.0,44914.0,92.0,412.0,298.0,133.0
24277,1063300,Houston Community College,Houston,TX,3,Associates,0,5,27026.0,35945.0,46022.0,231.0,30010.0,41844.0,54778.0,127.0,33993.0,48041.0,60027.0,52.0,342.0,192.0,79.0
24279,1063300,Houston Community College,Houston,TX,3,Associates,0,5,20411.0,29546.0,42397.0,13848.0,30082.0,43210.0,59492.0,8871.0,38595.0,54564.0,73950.0,3667.0,29648.0,13072.0,4775.0
24288,1063300,Houston Community College,Houston,TX,3,Associates,0,5,30818.0,46254.0,65106.0,298.0,66695.0,88588.0,112390.0,91.0,72084.0,91744.0,117572.0,31.0,333.0,100.0,25.0
24289,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,27346.0,38416.0,50477.0,802.0,38884.0,53491.0,65214.0,545.0,43407.0,61567.0,75205.0,229.0,966.0,535.0,263.0
24290,1063300,Houston Community College,Houston,TX,3,Associates,0,5,34908.0,52107.0,82950.0,112.0,38072.0,53984.0,81886.0,69.0,49855.0,67092.0,88637.0,33.0,141.0,59.0,24.0
24291,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,32851.0,49218.0,56816.0,1415.0,56131.0,68225.0,81405.0,1175.0,67171.0,79778.0,94582.0,731.0,1654.0,1279.0,792.0
24298,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,23586.0,31567.0,44837.0,278.0,32533.0,41711.0,55717.0,223.0,39693.0,50231.0,68617.0,89.0,282.0,219.0,92.0
24300,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,24787.0,33584.0,44250.0,406.0,31435.0,42012.0,56939.0,333.0,34307.0,48703.0,66190.0,151.0,483.0,371.0,162.0
24301,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,23456.0,33586.0,50613.0,295.0,35772.0,50648.0,63005.0,240.0,45794.0,58459.0,71569.0,137.0,24.0,19.0,0.0
24302,1063300,Houston Community College,Houston,TX,2,Certificate 1-2 years,0,5,24657.0,33582.0,43838.0,247.0,38632.0,49701.0,63962.0,263.0,46338.0,64679.0,82440.0,225.0,329.0,329.0,223.0
24304,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,23745.0,33478.0,44838.0,491.0,33619.0,49201.0,64344.0,309.0,37424.0,57017.0,76433.0,148.0,457.0,173.0,64.0
24308,1063300,Houston Community College,Houston,TX,3,Associates,0,5,19162.0,27978.0,40179.0,167.0,26022.0,36521.0,54252.0,118.0,31585.0,43575.0,68978.0,47.0,386.0,273.0,112.0
24320,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,25442.0,36627.0,46608.0,107.0,28302.0,39832.0,51750.0,100.0,35327.0,55151.0,65769.0,45.0,136.0,86.0,32.0
24323,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,20619.0,26803.0,33357.0,631.0,25460.0,33367.0,42240.0,411.0,28381.0,37291.0,50320.0,204.0,598.0,326.0,118.0
24325,1063300,Houston Community College,Houston,TX,3,Associates,0,5,39939.0,47442.0,56279.0,359.0,45577.0,55471.0,67419.0,165.0,43798.0,57318.0,72084.0,65.0,438.0,244.0,106.0
24326,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,29219.0,42221.0,61075.0,894.0,42714.0,61835.0,85432.0,553.0,54803.0,76632.0,102632.0,206.0,686.0,142.0,0.0
24328,1063300,Houston Community College,Houston,TX,3,Associates,0,5,38136.0,49906.0,61993.0,905.0,49449.0,61888.0,76996.0,662.0,55198.0,70235.0,87636.0,290.0,1006.0,737.0,289.0
24332,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,22876.0,27995.0,35653.0,128.0,29762.0,35500.0,44755.0,85.0,28381.0,42123.0,50606.0,48.0,237.0,158.0,99.0
24335,1063300,Houston Community College,Houston,TX,3,Associates,0,5,46862.0,58284.0,71048.0,1807.0,60064.0,74774.0,91629.0,1179.0,65098.0,80789.0,101337.0,461.0,2045.0,1280.0,512.0
24337,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,26295.0,37540.0,49824.0,633.0,31359.0,41610.0,56825.0,454.0,31650.0,50658.0,68435.0,248.0,1498.0,772.0,349.0
24338,1063300,Houston Community College,Houston,TX,3,Associates,0,5,27917.0,38226.0,49588.0,641.0,34670.0,47729.0,63799.0,364.0,38018.0,53358.0,71359.0,166.0,1420.0,611.0,167.0
24340,1063300,Houston Community College,Houston,TX,3,Associates,0,5,26905.0,36211.0,49543.0,245.0,30409.0,39489.0,52941.0,132.0,29956.0,47260.0,66981.0,69.0,342.0,170.0,65.0
24341,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,20276.0,28417.0,37988.0,627.0,24896.0,33632.0,42806.0,537.0,27471.0,37517.0,52705.0,367.0,1136.0,903.0,554.0
24342,1063300,Houston Community College,Houston,TX,3,Associates,0,5,24159.0,34625.0,46087.0,231.0,26401.0,34866.0,46869.0,145.0,26160.0,43575.0,54359.0,45.0,340.0,189.0,57.0
24347,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,16940.0,23869.0,32332.0,60.0,24808.0,35653.0,46673.0,58.0,25774.0,37208.0,50439.0,42.0,107.0,90.0,52.0
24353,1063300,Houston Community College,Houston,TX,1,Certificate < 1 year,0,5,22499.0,34348.0,55813.0,260.0,27291.0,38186.0,58221.0,212.0,27633.0,43319.0,60771.0,113.0,571.0,433.0,185.0
24370,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,50105.0,61218.0,73904.0,66.0,59621.0,70712.0,83862.0,234.0,53567.0,75590.0,87648.0,79.0,258.0,247.0,86.0
24371,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,21130.0,29051.0,40179.0,171.0,45580.0,57318.0,69269.0,405.0,46628.0,57955.0,77823.0,147.0,629.0,455.0,204.0
24375,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,40222.0,52524.0,69311.0,228.0,48041.0,62674.0,81333.0,124.0,56738.0,71640.0,101406.0,67.0,246.0,138.0,47.0
24378,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,38141.0,46857.0,56224.0,241.0,46495.0,56944.0,69213.0,203.0,67438.0,93875.0,136398.0,99.0,345.0,267.0,127.0
24379,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,18,Doctoral - Professional Practice,0,5,46641.0,52297.0,56759.0,1838.0,66639.0,135809.0,209756.0,1003.0,186090.0,257904.0,432568.0,488.0,2087.0,1224.0,588.0
24383,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,18,Doctoral - Professional Practice,0,5,102930.0,130184.0,150306.0,1370.0,111256.0,134139.0,159121.0,730.0,114013.0,137756.0,168233.0,333.0,1443.0,771.0,365.0
24385,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,54609.0,61888.0,69311.0,68.0,57860.0,70823.0,81997.0,68.0,52107.0,73482.0,94408.0,74.0,78.0,78.0,78.0
24391,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,50773.0,61715.0,74670.0,6691.0,55480.0,71561.0,91902.0,3900.0,58031.0,80054.0,106108.0,1000.0,6846.0,4190.0,1136.0
24396,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,14284.0,18857.0,25750.0,250.0,24663.0,31857.0,41651.0,242.0,27196.0,40089.0,53914.0,97.0,590.0,369.0,183.0
24399,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,22876.0,31462.0,43798.0,200.0,31275.0,40598.0,56325.0,209.0,38455.0,52107.0,69976.0,124.0,410.0,373.0,283.0
24405,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,16786.0,21964.0,34793.0,66.0,44356.0,60027.0,74708.0,68.0,55422.0,70975.0,89613.0,31.0,162.0,107.0,64.0
24406,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,19797.0,26739.0,34313.0,93.0,27784.0,36368.0,54073.0,107.0,35670.0,50677.0,62111.0,53.0,143.0,93.0,50.0
24415,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,15983.0,20687.0,25799.0,236.0,17043.0,21964.0,29458.0,137.0,21312.0,29374.0,39369.0,52.0,409.0,264.0,110.0
24417,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,19839.0,27771.0,35837.0,281.0,25739.0,33281.0,43277.0,154.0,25691.0,37478.0,50231.0,57.0,467.0,268.0,112.0
24418,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,16070.0,22065.0,31031.0,4903.0,23438.0,32114.0,44070.0,3878.0,29812.0,42623.0,56164.0,1575.0,11127.0,6843.0,3269.0
24425,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,18264.0,24624.0,34473.0,1240.0,27365.0,38459.0,55437.0,818.0,34875.0,49324.0,73216.0,345.0,2166.0,1261.0,605.0
24434,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,22399.0,30313.0,40023.0,301.0,31374.0,40874.0,54053.0,156.0,43798.0,52733.0,77855.0,37.0,253.0,119.0,45.0
24436,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,62260.0,84948.0,99363.0,250.0,49437.0,81775.0,99354.0,147.0,57995.0,76433.0,92188.0,37.0,333.0,222.0,105.0
24439,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,21904.0,29141.0,36878.0,419.0,30030.0,41159.0,52431.0,211.0,42309.0,56302.0,70975.0,73.0,602.0,351.0,161.0
24441,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,27775.0,37496.0,45904.0,655.0,32407.0,42260.0,51993.0,377.0,32658.0,41937.0,53984.0,126.0,901.0,595.0,293.0
24443,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,23228.0,29259.0,37134.0,281.0,27590.0,36627.0,45940.0,117.0,27729.0,45207.0,58673.0,41.0,350.0,184.0,85.0
24446,1068400,Erie Community College,Buffalo,NY,2,Certificate 1-2 years,0,5,39161.0,48628.0,57886.0,237.0,43426.0,53894.0,67409.0,124.0,43798.0,62012.0,74915.0,46.0,269.0,162.0,65.0
24447,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,33848.0,43674.0,54270.0,389.0,44037.0,52700.0,65486.0,229.0,42905.0,58402.0,83423.0,75.0,487.0,294.0,116.0
24449,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,20990.0,26447.0,35357.0,165.0,26353.0,34271.0,42123.0,100.0,33281.0,43000.0,54609.0,52.0,334.0,217.0,120.0
24450,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,22594.0,28703.0,36601.0,193.0,29503.0,37328.0,45127.0,94.0,30771.0,40449.0,47260.0,34.0,289.0,167.0,77.0
24452,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,42913.0,53513.0,65626.0,1427.0,50496.0,62638.0,76999.0,795.0,57168.0,71555.0,86606.0,314.0,1720.0,1080.0,544.0
24453,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,19246.0,27667.0,37934.0,1882.0,27909.0,37279.0,49150.0,1393.0,34515.0,46673.0,64212.0,528.0,3379.0,2261.0,1103.0
24457,1068400,Erie Community College,Buffalo,NY,3,Associates,0,5,16769.0,22559.0,30290.0,395.0,23911.0,31278.0,41167.0,330.0,23340.0,35701.0,48342.0,138.0,39.0,17.0,16.0
24459,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,24755.0,31314.0,38230.0,228.0,28075.0,34457.0,44257.0,150.0,29564.0,36560.0,42542.0,69.0,264.0,194.0,107.0
24465,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,21508.0,27907.0,32925.0,42.0,25426.0,35213.0,52420.0,47.0,30499.0,40896.0,57770.0,49.0,43.0,43.0,35.0
24466,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,25231.0,36359.0,50471.0,614.0,32354.0,45488.0,61778.0,564.0,35670.0,54470.0,77089.0,375.0,1179.0,901.0,624.0
24468,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,28031.0,39316.0,56189.0,624.0,38721.0,52549.0,68122.0,448.0,42416.0,61020.0,83546.0,301.0,976.0,637.0,448.0
24473,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,15272.0,20408.0,26713.0,376.0,19683.0,29163.0,43170.0,253.0,22192.0,30554.0,46999.0,100.0,223.0,128.0,42.0
24475,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,17776.0,27640.0,34437.0,95.0,23906.0,33281.0,51273.0,84.0,29141.0,41565.0,64493.0,46.0,108.0,107.0,104.0
24481,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,27239.0,41193.0,58943.0,160.0,36793.0,52941.0,73904.0,188.0,50773.0,64281.0,86645.0,166.0,161.0,132.0,99.0
24482,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,23340.0,36128.0,52107.0,50.0,34450.0,47650.0,63501.0,41.0,48432.0,66648.0,77245.0,35.0,103.0,70.0,43.0
24485,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,30448.0,42728.0,55908.0,978.0,44356.0,58943.0,74973.0,472.0,50267.0,65625.0,84210.0,189.0,1435.0,557.0,250.0
24487,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,30810.0,44542.0,58354.0,313.0,43674.0,58582.0,80595.0,134.0,52316.0,77381.0,99202.0,41.0,394.0,147.0,47.0
24493,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,20513.0,26353.0,35060.0,98.0,19851.0,26482.0,35365.0,98.0,26353.0,32925.0,48767.0,61.0,211.0,211.0,149.0
24494,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,23262.0,28272.0,36938.0,69.0,23340.0,29926.0,36668.0,56.0,27995.0,33565.0,44021.0,40.0,108.0,108.0,61.0
24497,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,25144.0,33418.0,42723.0,189.0,31857.0,43338.0,55151.0,144.0,37478.0,50439.0,62632.0,70.0,295.0,193.0,90.0
24499,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,19491.0,27662.0,41244.0,12115.0,30042.0,43488.0,59021.0,7736.0,40354.0,55296.0,72924.0,2865.0,25982.0,11707.0,4137.0
24505,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,24207.0,34149.0,45090.0,470.0,46363.0,59506.0,70527.0,245.0,57092.0,76433.0,92077.0,71.0,214.0,25.0,25.0
24511,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,25609.0,36580.0,48460.0,477.0,33910.0,45880.0,64844.0,221.0,40044.0,53671.0,71141.0,105.0,374.0,1.0,1.0
24513,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,20459.0,27426.0,36488.0,159.0,25907.0,35179.0,50543.0,86.0,36128.0,50856.0,61516.0,32.0,268.0,116.0,52.0
24515,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,22378.0,33007.0,50606.0,316.0,29685.0,51607.0,72639.0,88.0,42682.0,63005.0,79278.0,30.0,721.0,55.0,32.0
24522,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,17811.0,23303.0,31292.0,225.0,21508.0,29081.0,36848.0,186.0,25426.0,33022.0,48198.0,86.0,395.0,298.0,127.0
24524,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,22687.0,29443.0,39009.0,184.0,29297.0,38559.0,50856.0,103.0,39009.0,53179.0,67313.0,40.0,317.0,151.0,42.0
24526,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,36098.0,47008.0,56959.0,595.0,39266.0,50668.0,62260.0,313.0,41844.0,57072.0,71871.0,118.0,725.0,405.0,161.0
24527,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,31458.0,44914.0,62477.0,698.0,40261.0,53219.0,69115.0,216.0,47846.0,64706.0,81554.0,57.0,642.0,222.0,76.0
24528,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,32647.0,43245.0,53721.0,918.0,44007.0,55462.0,68539.0,469.0,50856.0,64865.0,81056.0,138.0,1045.0,478.0,101.0
24530,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,17555.0,23830.0,31346.0,168.0,24145.0,30328.0,43891.0,131.0,23456.0,36668.0,45249.0,58.0,378.0,206.0,124.0
24531,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,19292.0,25405.0,33621.0,206.0,25426.0,34277.0,43302.0,97.0,32071.0,40728.0,45618.0,33.0,348.0,178.0,68.0
24533,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,27597.0,42012.0,58009.0,632.0,51809.0,63759.0,77092.0,582.0,54948.0,67438.0,84548.0,147.0,1385.0,617.0,195.0
24534,1114500,Lone Star College System,Houston,TX,2,Certificate 1-2 years,0,5,27919.0,37131.0,46827.0,209.0,55964.0,68941.0,84653.0,258.0,61814.0,80226.0,97737.0,90.0,271.0,271.0,80.0
24535,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,46176.0,56296.0,68476.0,3865.0,55430.0,67964.0,84154.0,2078.0,60685.0,76901.0,95022.0,619.0,4252.0,2175.0,671.0
24537,1114500,Lone Star College System,Houston,TX,2,Certificate 1-2 years,0,5,28579.0,37263.0,45224.0,981.0,40165.0,54505.0,68606.0,622.0,45874.0,65535.0,81137.0,233.0,1453.0,962.0,469.0
24540,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,26562.0,38234.0,53053.0,503.0,31547.0,44117.0,59506.0,306.0,36226.0,50856.0,72454.0,105.0,1024.0,370.0,58.0
24541,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,27623.0,41037.0,55331.0,424.0,36046.0,47086.0,65114.0,243.0,37208.0,53358.0,69786.0,100.0,620.0,363.0,158.0
24542,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,25741.0,37845.0,56518.0,397.0,32925.0,46254.0,63935.0,274.0,37208.0,52562.0,70143.0,103.0,235.0,189.0,39.0
24543,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,26417.0,37399.0,50706.0,426.0,31081.0,43307.0,59180.0,238.0,35701.0,53244.0,67979.0,86.0,574.0,329.0,120.0
24545,1114500,Lone Star College System,Houston,TX,1,Certificate < 1 year,0,5,18734.0,24697.0,32514.0,312.0,22568.0,29621.0,40287.0,259.0,26005.0,33206.0,45554.0,162.0,671.0,536.0,437.0
24547,1114500,Lone Star College System,Houston,TX,3,Associates,0,5,22130.0,32124.0,44542.0,124.0,26701.0,35060.0,44356.0,81.0,27091.0,38289.0,51750.0,60.0,190.0,121.0,96.0
24554,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,21125.0,32540.0,44389.0,208.0,34978.0,45526.0,54234.0,154.0,41844.0,51425.0,69865.0,74.0,280.0,208.0,94.0
24557,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,19760.0,26667.0,36336.0,693.0,29495.0,39748.0,52279.0,639.0,37436.0,51660.0,67161.0,255.0,1067.0,850.0,345.0
24559,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,32391.0,46912.0,67698.0,335.0,54823.0,72023.0,94636.0,291.0,57168.0,76433.0,112920.0,181.0,424.0,351.0,233.0
24580,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,19889.0,28909.0,41073.0,365.0,31901.0,44221.0,53872.0,329.0,36488.0,50629.0,58725.0,149.0,599.0,481.0,227.0
24582,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,18332.0,25158.0,34887.0,885.0,31928.0,45584.0,59730.0,880.0,42767.0,58673.0,86193.0,394.0,1565.0,1169.0,485.0
24586,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,27512.0,43000.0,56415.0,116.0,42580.0,54803.0,65769.0,81.0,50022.0,66398.0,82440.0,45.0,147.0,122.0,53.0
24588,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,26626.0,36349.0,47491.0,2125.0,38263.0,47928.0,54037.0,1827.0,41876.0,51845.0,58544.0,797.0,2634.0,2092.0,944.0
24590,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,20653.0,29470.0,41937.0,744.0,37308.0,48977.0,59735.0,675.0,45625.0,56591.0,67140.0,288.0,1057.0,791.0,342.0
24593,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,21905.0,29250.0,39467.0,146.0,39535.0,51551.0,71883.0,165.0,57995.0,85391.0,115587.0,75.0,283.0,231.0,103.0
24596,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,19598.0,27491.0,35346.0,791.0,29033.0,38267.0,48844.0,772.0,36818.0,47427.0,63054.0,391.0,1354.0,1058.0,515.0
24598,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,21844.0,28862.0,38478.0,744.0,32661.0,42682.0,57203.0,674.0,37125.0,50363.0,72336.0,352.0,1126.0,898.0,452.0
24601,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,36211.0,44399.0,58673.0,97.0,49605.0,68941.0,99735.0,88.0,59688.0,86867.0,107256.0,47.0,120.0,120.0,53.0
24602,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,17343.0,26620.0,38018.0,123.0,32569.0,45305.0,60358.0,138.0,40449.0,48823.0,62579.0,68.0,263.0,219.0,104.0
24603,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,19944.0,27415.0,38583.0,139.0,32700.0,41308.0,55867.0,127.0,35861.0,47455.0,62446.0,79.0,210.0,167.0,93.0
24605,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,5,Baccalaureate,0,3,17432.0,23192.0,34313.0,193.0,25838.0,38649.0,51224.0,158.0,29467.0,41565.0,52983.0,93.0,373.0,275.0,122.0
